,Date,Time,Vis,VisScore,Home,Home_Score,Box Score,OT,Attendence,Venue,Notes
0,"Tue, Oct 29, 2013",7:00p,Orlando Magic,87,Indiana Pacers,97,Box Score,,"18,165",Bankers Life Fieldhouse,
1,"Tue, Oct 29, 2013",8:00p,Chicago Bulls,95,Miami Heat,107,Box Score,,"19,964",AmericanAirlines Arena,
2,"Tue, Oct 29, 2013",10:30p,Los Angeles Clippers,103,Los Angeles Lakers,116,Box Score,,"18,997",STAPLES Center,
3,"Wed, Oct 30, 2013",7:00p,Brooklyn Nets,94,Cleveland Cavaliers,98,Box Score,,"20,562",Quicken Loans Arena,
4,"Wed, Oct 30, 2013",7:00p,Boston Celtics,87,Toronto Raptors,93,Box Score,,"20,155",Air Canada Centre,
5,"Wed, Oct 30, 2013",7:00p,Miami Heat,110,Philadelphia 76ers,114,Box Score,,"19,523",Wells Fargo Center,
6,"Wed, Oct 30, 2013",7:30p,Washington Wizards,102,Detroit Pistons,113,Box Score,,"19,258",The Palace of Auburn Hills,
7,"Wed, Oct 30, 2013",7:30p,Milwaukee Bucks,83,New York Knicks,90,Box Score,,"19,812",Madison Square Garden (IV),
8,"Wed, Oct 30, 2013",8:00p,Indiana Pacers,95,New Orleans Pelicans,90,Box Score,,"17,803",Smoothie King Center,
9,"Wed, Oct 30, 2013",8:00p,Orlando Magic,115,Minnesota Timberwolves,120,Box Score,OT,"17,988",Target Center,
10,"Wed, Oct 30, 2013",8:00p,Charlotte Bobcats,83,Houston Rockets,96,Box Score,,"18,083",Toyota Center,
11,"Wed, Oct 30, 2013",8:30p,Memphis Grizzlies,94,San Antonio Spurs,101,Box Score,,"18,581",AT&T Center,
12,"Wed, Oct 30, 2013",8:30p,Atlanta Hawks,109,Dallas Mavericks,118,Box Score,,"19,834",American Airlines Center,
13,"Wed, Oct 30, 2013",9:00p,Oklahoma City Thunder,101,Utah Jazz,98,Box Score,,"19,911",EnergySolutions Arena,
14,"Wed, Oct 30, 2013",10:00p,Portland Trail Blazers,91,Phoenix Suns,104,Box Score,,"17,208",US Airways Center,
15,"Wed, Oct 30, 2013",10:00p,Denver Nuggets,88,Sacramento Kings,90,Box Score,,"17,317",Sleep Train Arena,
16,"Wed, Oct 30, 2013",10:30p,Los Angeles Lakers,94,Golden State Warriors,125,Box Score,,"19,596",Oracle Arena,
17,"Thu, Oct 31, 2013",8:00p,New York Knicks,81,Chicago Bulls,82,Box Score,,"22,022",United Center,
18,"Thu, Oct 31, 2013",10:30p,Golden State Warriors,115,Los Angeles Clippers,126,Box Score,,"19,060",STAPLES Center,
19,"Fri, Nov 1, 2013",7:00p,Cleveland Cavaliers,84,Charlotte Bobcats,90,Box Score,,"18,017",Time Warner Cable Arena,
20,"Fri, Nov 1, 2013",7:00p,New Orleans Pelicans,90,Orlando Magic,110,Box Score,,"18,846",Amway Center,
21,"Fri, Nov 1, 2013",7:00p,Philadelphia 76ers,109,Washington Wizards,102,Box Score,,"17,160",Verizon Center,
22,"Fri, Nov 1, 2013",7:30p,Toronto Raptors,95,Atlanta Hawks,102,Box Score,,"18,118",Philips Arena,
23,"Fri, Nov 1, 2013",7:30p,Milwaukee Bucks,105,Boston Celtics,98,Box Score,,"18,624",TD Garden,
24,"Fri, Nov 1, 2013",8:00p,Miami Heat,100,Brooklyn Nets,101,Box Score,,"17,732",Barclays Center,
25,"Fri, Nov 1, 2013",8:00p,Dallas Mavericks,105,Houston Rockets,113,Box Score,,"18,142",Toyota Center,
26,"Fri, Nov 1, 2013",8:00p,Detroit Pistons,108,Memphis Grizzlies,111,Box Score,OT,"18,119",FedEx Forum,
27,"Fri, Nov 1, 2013",8:00p,Oklahoma City Thunder,81,Minnesota Timberwolves,100,Box Score,,"17,433",Target Center,
28,"Fri, Nov 1, 2013",9:00p,Portland Trail Blazers,113,Denver Nuggets,98,Box Score,,"19,155",Pepsi Center,
29,"Fri, Nov 1, 2013",10:00p,Utah Jazz,84,Phoenix Suns,87,Box Score,,"14,662",US Airways Center,
30,"Fri, Nov 1, 2013",10:00p,Los Angeles Clippers,110,Sacramento Kings,101,Box Score,,"17,317",Sleep Train Arena,
31,"Fri, Nov 1, 2013",10:30p,San Antonio Spurs,91,Los Angeles Lakers,85,Box Score,,"18,997",STAPLES Center,
32,"Sat, Nov 2, 2013",7:00p,Cleveland Cavaliers,74,Indiana Pacers,89,Box Score,,"16,242",Bankers Life Fieldhouse,
33,"Sat, Nov 2, 2013",7:30p,Chicago Bulls,104,Philadelphia 76ers,107,Box Score,,"15,782",Wells Fargo Center,
34,"Sat, Nov 2, 2013",8:00p,Charlotte Bobcats,84,New Orleans Pelicans,105,Box Score,,"15,232",Smoothie King Center,
35,"Sat, Nov 2, 2013",8:30p,Memphis Grizzlies,99,Dallas Mavericks,111,Box Score,,"20,262",American Airlines Center,
36,"Sat, Nov 2, 2013",8:30p,Toronto Raptors,97,Milwaukee Bucks,90,Box Score,,"16,046",BMO Harris Bradley Center,
37,"Sat, Nov 2, 2013",9:00p,Houston Rockets,104,Utah Jazz,93,Box Score,,"19,498",EnergySolutions Arena,
38,"Sat, Nov 2, 2013",10:00p,San Antonio Spurs,105,Portland Trail Blazers,115,Box Score,,"20,028",Moda Center,
39,"Sat, Nov 2, 2013",10:30p,Sacramento Kings,87,Golden State Warriors,98,Box Score,,"19,596",Oracle Arena,
40,"Sun, Nov 3, 2013",6:00p,Boston Celtics,77,Detroit Pistons,87,Box Score,,"14,978",The Palace of Auburn Hills,
41,"Sun, Nov 3, 2013",6:00p,Washington Wizards,93,Miami Heat,103,Box Score,,"19,600",AmericanAirlines Arena,
42,"Sun, Nov 3, 2013",6:00p,Brooklyn Nets,86,Orlando Magic,107,Box Score,,"15,297",Amway Center,
43,"Sun, Nov 3, 2013",7:00p,Phoenix Suns,96,Oklahoma City Thunder,103,Box Score,,"18,203",Chesapeake Energy Arena,
44,"Sun, Nov 3, 2013",7:30p,Minnesota Timberwolves,109,New York Knicks,100,Box Score,,"19,812",Madison Square Garden (IV),
45,"Sun, Nov 3, 2013",9:30p,Atlanta Hawks,103,Los Angeles Lakers,105,Box Score,,"18,997",STAPLES Center,
46,"Mon, Nov 4, 2013",7:00p,Minnesota Timberwolves,92,Cleveland Cavaliers,93,Box Score,,"17,892",Quicken Loans Arena,
47,"Mon, Nov 4, 2013",7:00p,Golden State Warriors,110,Philadelphia 76ers,90,Box Score,,"11,089",Wells Fargo Center,
48,"Mon, Nov 4, 2013",8:00p,Boston Celtics,88,Memphis Grizzlies,95,Box Score,,"15,872",FedEx Forum,
49,"Mon, Nov 4, 2013",10:30p,Houston Rockets,118,Los Angeles Clippers,137,Box Score,,"19,404",STAPLES Center,
50,"Tue, Nov 5, 2013",7:00p,Miami Heat,104,Toronto Raptors,95,Box Score,,"18,470",Air Canada Centre,
51,"Tue, Nov 5, 2013",7:30p,Utah Jazz,88,Brooklyn Nets,104,Box Score,,"17,732",Barclays Center,
52,"Tue, Nov 5, 2013",7:30p,Indiana Pacers,99,Detroit Pistons,91,Box Score,,"13,401",The Palace of Auburn Hills,
53,"Tue, Nov 5, 2013",7:30p,Charlotte Bobcats,102,New York Knicks,97,Box Score,,"19,812",Madison Square Garden (IV),
54,"Tue, Nov 5, 2013",8:00p,Phoenix Suns,104,New Orleans Pelicans,98,Box Score,,"13,404",Smoothie King Center,
55,"Tue, Nov 5, 2013",8:30p,Los Angeles Lakers,104,Dallas Mavericks,123,Box Score,,"19,670",American Airlines Center,
56,"Tue, Nov 5, 2013",9:00p,San Antonio Spurs,102,Denver Nuggets,94,Box Score,,"15,721",Pepsi Center,
57,"Tue, Nov 5, 2013",10:00p,Houston Rockets,116,Portland Trail Blazers,101,Box Score,,"17,491",Moda Center,
58,"Tue, Nov 5, 2013",10:00p,Atlanta Hawks,105,Sacramento Kings,100,Box Score,,"13,506",Sleep Train Arena,
59,"Wed, Nov 6, 2013",7:00p,Toronto Raptors,90,Charlotte Bobcats,92,Box Score,,"11,118",Time Warner Cable Arena,
60,"Wed, Nov 6, 2013",7:00p,Chicago Bulls,80,Indiana Pacers,97,Box Score,,"18,165",Bankers Life Fieldhouse,
61,"Wed, Nov 6, 2013",7:00p,Los Angeles Clippers,90,Orlando Magic,98,Box Score,,"15,807",Amway Center,
62,"Wed, Nov 6, 2013",7:00p,Washington Wizards,116,Philadelphia 76ers,102,Box Score,,"10,117",Wells Fargo Center,
63,"Wed, Nov 6, 2013",7:30p,Utah Jazz,87,Boston Celtics,97,Box Score,,"17,130",TD Garden,
64,"Wed, Nov 6, 2013",8:00p,New Orleans Pelicans,99,Memphis Grizzlies,84,Box Score,,"15,209",FedEx Forum,
65,"Wed, Nov 6, 2013",8:00p,Cleveland Cavaliers,104,Milwaukee Bucks,109,Box Score,,"14,340",BMO Harris Bradley Center,
66,"Wed, Nov 6, 2013",8:00p,Golden State Warriors,106,Minnesota Timberwolves,93,Box Score,,"15,559",Target Center,
67,"Wed, Nov 6, 2013",8:30p,Phoenix Suns,96,San Antonio Spurs,99,Box Score,,"17,870",AT&T Center,
68,"Wed, Nov 6, 2013",9:30p,Dallas Mavericks,93,Oklahoma City Thunder,107,Box Score,,"18,203",Chesapeake Energy Arena,
69,"Thu, Nov 7, 2013",7:00p,Los Angeles Clippers,97,Miami Heat,102,Box Score,,"19,600",AmericanAirlines Arena,
70,"Thu, Nov 7, 2013",9:00p,Atlanta Hawks,107,Denver Nuggets,109,Box Score,,"15,404",Pepsi Center,
71,"Thu, Nov 7, 2013",9:30p,Los Angeles Lakers,99,Houston Rockets,98,Box Score,,"18,133",Toyota Center,
72,"Fri, Nov 8, 2013",7:00p,New York Knicks,101,Charlotte Bobcats,91,Box Score,,"16,465",Time Warner Cable Arena,
73,"Fri, Nov 8, 2013",7:00p,Toronto Raptors,84,Indiana Pacers,91,Box Score,,"13,316",Bankers Life Fieldhouse,
74,"Fri, Nov 8, 2013",7:00p,Boston Celtics,91,Orlando Magic,89,Box Score,,"17,555",Amway Center,
75,"Fri, Nov 8, 2013",7:00p,Cleveland Cavaliers,79,Philadelphia 76ers,94,Box Score,,"15,219",Wells Fargo Center,
76,"Fri, Nov 8, 2013",7:00p,Brooklyn Nets,108,Washington Wizards,112,Box Score,OT,"17,215",Verizon Center,
77,"Fri, Nov 8, 2013",7:30p,Oklahoma City Thunder,119,Detroit Pistons,110,Box Score,,"15,624",The Palace of Auburn Hills,
78,"Fri, Nov 8, 2013",8:00p,Utah Jazz,73,Chicago Bulls,97,Box Score,,"21,946",United Center,
79,"Fri, Nov 8, 2013",8:00p,Dallas Mavericks,108,Minnesota Timberwolves,116,Box Score,,"13,677",Target Center,
80,"Fri, Nov 8, 2013",8:00p,Los Angeles Lakers,85,New Orleans Pelicans,96,Box Score,,"18,209",Smoothie King Center,
81,"Fri, Nov 8, 2013",8:30p,Golden State Warriors,74,San Antonio Spurs,76,Box Score,,"18,581",AT&T Center,
82,"Fri, Nov 8, 2013",9:00p,Denver Nuggets,103,Phoenix Suns,114,Box Score,,"15,145",US Airways Center,
83,"Fri, Nov 8, 2013",10:00p,Sacramento Kings,91,Portland Trail Blazers,104,Box Score,,"17,627",Moda Center,
84,"Sat, Nov 9, 2013",7:00p,Utah Jazz,91,Toronto Raptors,115,Box Score,,"17,211",Air Canada Centre,
85,"Sat, Nov 9, 2013",7:30p,Orlando Magic,94,Atlanta Hawks,104,Box Score,,"15,189",Philips Arena,
86,"Sat, Nov 9, 2013",7:30p,Indiana Pacers,96,Brooklyn Nets,91,Box Score,,"17,732",Barclays Center,
87,"Sat, Nov 9, 2013",7:30p,Philadelphia 76ers,125,Cleveland Cavaliers,127,Box Score,2OT,"20,562",Quicken Loans Arena,
88,"Sat, Nov 9, 2013",7:30p,Boston Celtics,111,Miami Heat,110,Box Score,,"19,710",AmericanAirlines Arena,
89,"Sat, Nov 9, 2013",8:00p,Los Angeles Clippers,107,Houston Rockets,94,Box Score,,"18,108",Toyota Center,
90,"Sat, Nov 9, 2013",8:00p,Golden State Warriors,90,Memphis Grizzlies,108,Box Score,,"16,989",FedEx Forum,
91,"Sat, Nov 9, 2013",8:30p,Dallas Mavericks,91,Milwaukee Bucks,83,Box Score,,"16,448",BMO Harris Bradley Center,
92,"Sat, Nov 9, 2013",10:00p,Portland Trail Blazers,96,Sacramento Kings,85,Box Score,,"15,482",Sleep Train Arena,
93,"Sun, Nov 10, 2013",12:00p,San Antonio Spurs,120,New York Knicks,89,Box Score,,"19,812",Madison Square Garden (IV),
94,"Sun, Nov 10, 2013",7:00p,Washington Wizards,105,Oklahoma City Thunder,106,Box Score,OT,"18,203",Chesapeake Energy Arena,
95,"Sun, Nov 10, 2013",8:00p,New Orleans Pelicans,94,Phoenix Suns,101,Box Score,,"13,154",US Airways Center,
96,"Sun, Nov 10, 2013",9:30p,Minnesota Timberwolves,113,Los Angeles Lakers,90,Box Score,,"18,997",STAPLES Center,
97,"Mon, Nov 11, 2013",7:00p,Atlanta Hawks,103,Charlotte Bobcats,94,Box Score,,"13,996",Time Warner Cable Arena,
98,"Mon, Nov 11, 2013",7:00p,Memphis Grizzlies,79,Indiana Pacers,95,Box Score,,"13,130",Bankers Life Fieldhouse,
99,"Mon, Nov 11, 2013",7:00p,San Antonio Spurs,109,Philadelphia 76ers,85,Box Score,,"12,424",Wells Fargo Center,
100,"Mon, Nov 11, 2013",7:30p,Orlando Magic,105,Boston Celtics,120,Box Score,,"18,624",TD Garden,
101,"Mon, Nov 11, 2013",8:00p,Cleveland Cavaliers,81,Chicago Bulls,96,Box Score,,"21,778",United Center,
102,"Mon, Nov 11, 2013",8:00p,Toronto Raptors,104,Houston Rockets,110,Box Score,2OT,"18,134",Toyota Center,
103,"Mon, Nov 11, 2013",9:00p,Denver Nuggets,100,Utah Jazz,81,Box Score,,"16,866",EnergySolutions Arena,
104,"Mon, Nov 11, 2013",10:00p,Detroit Pistons,103,Portland Trail Blazers,109,Box Score,,"18,834",Moda Center,
105,"Mon, Nov 11, 2013",10:30p,Minnesota Timberwolves,107,Los Angeles Clippers,109,Box Score,,"19,060",STAPLES Center,
106,"Tue, Nov 12, 2013",7:30p,Milwaukee Bucks,95,Miami Heat,118,Box Score,,"19,600",AmericanAirlines Arena,
107,"Tue, Nov 12, 2013",8:30p,Washington Wizards,95,Dallas Mavericks,105,Box Score,,"19,627",American Airlines Center,
108,"Tue, Nov 12, 2013",10:30p,Detroit Pistons,95,Golden State Warriors,113,Box Score,,"19,596",Oracle Arena,
109,"Tue, Nov 12, 2013",10:30p,New Orleans Pelicans,95,Los Angeles Lakers,116,Box Score,,"18,426",STAPLES Center,
110,"Wed, Nov 13, 2013",7:00p,Milwaukee Bucks,91,Orlando Magic,94,Box Score,,"13,588",Amway Center,
111,"Wed, Nov 13, 2013",7:00p,Houston Rockets,117,Philadelphia 76ers,123,Box Score,OT,"11,671",Wells Fargo Center,
112,"Wed, Nov 13, 2013",7:30p,Charlotte Bobcats,89,Boston Celtics,83,Box Score,,"17,032",TD Garden,
113,"Wed, Nov 13, 2013",8:00p,New York Knicks,95,Atlanta Hawks,91,Box Score,,"15,057",Philips Arena,
114,"Wed, Nov 13, 2013",8:00p,Toronto Raptors,103,Memphis Grizzlies,87,Box Score,,"15,971",FedEx Forum,
115,"Wed, Nov 13, 2013",8:00p,Cleveland Cavaliers,95,Minnesota Timberwolves,124,Box Score,,"14,978",Target Center,
116,"Wed, Nov 13, 2013",8:30p,Washington Wizards,79,San Antonio Spurs,92,Box Score,,"18,581",AT&T Center,
117,"Wed, Nov 13, 2013",9:00p,Los Angeles Lakers,99,Denver Nuggets,111,Box Score,,"17,824",Pepsi Center,
118,"Wed, Nov 13, 2013",9:00p,New Orleans Pelicans,105,Utah Jazz,111,Box Score,,"16,717",EnergySolutions Arena,
119,"Wed, Nov 13, 2013",10:00p,Phoenix Suns,89,Portland Trail Blazers,90,Box Score,,"19,537",Moda Center,
120,"Wed, Nov 13, 2013",10:00p,Brooklyn Nets,86,Sacramento Kings,107,Box Score,,"15,122",Sleep Train Arena,
121,"Wed, Nov 13, 2013",10:30p,Oklahoma City Thunder,103,Los Angeles Clippers,111,Box Score,,"19,273",STAPLES Center,
122,"Thu, Nov 14, 2013",8:00p,Houston Rockets,109,New York Knicks,106,Box Score,,"19,812",Madison Square Garden (IV),
123,"Thu, Nov 14, 2013",10:30p,Oklahoma City Thunder,115,Golden State Warriors,116,Box Score,,"19,596",Oracle Arena,
124,"Fri, Nov 15, 2013",7:00p,Milwaukee Bucks,77,Indiana Pacers,104,Box Score,,"16,202",Bankers Life Fieldhouse,
125,"Fri, Nov 15, 2013",7:00p,Chicago Bulls,96,Toronto Raptors,80,Box Score,,"19,800",Air Canada Centre,
126,"Fri, Nov 15, 2013",7:30p,Philadelphia 76ers,103,Atlanta Hawks,113,Box Score,,"12,070",Philips Arena,
127,"Fri, Nov 15, 2013",7:30p,Portland Trail Blazers,109,Boston Celtics,96,Box Score,,"18,624",TD Garden,
128,"Fri, Nov 15, 2013",7:30p,Charlotte Bobcats,86,Cleveland Cavaliers,80,Box Score,,"18,679",Quicken Loans Arena,
129,"Fri, Nov 15, 2013",7:30p,Dallas Mavericks,104,Miami Heat,110,Box Score,,"19,772",AmericanAirlines Arena,
130,"Fri, Nov 15, 2013",8:00p,Minnesota Timberwolves,113,Denver Nuggets,117,Box Score,,"17,142",Pepsi Center,
131,"Fri, Nov 15, 2013",9:00p,Brooklyn Nets,100,Phoenix Suns,98,Box Score,OT,"15,984",US Airways Center,
132,"Fri, Nov 15, 2013",9:00p,San Antonio Spurs,91,Utah Jazz,82,Box Score,,"17,530",EnergySolutions Arena,
133,"Fri, Nov 15, 2013",10:30p,Memphis Grizzlies,89,Los Angeles Lakers,86,Box Score,,"18,997",STAPLES Center,
134,"Fri, Nov 15, 2013",10:30p,Detroit Pistons,97,Sacramento Kings,90,Box Score,,"17,317",Sleep Train Arena,
135,"Sat, Nov 16, 2013",7:00p,Miami Heat,97,Charlotte Bobcats,81,Box Score,,"19,084",Time Warner Cable Arena,
136,"Sat, Nov 16, 2013",7:00p,Dallas Mavericks,108,Orlando Magic,100,Box Score,,"15,039",Amway Center,
137,"Sat, Nov 16, 2013",7:00p,Cleveland Cavaliers,103,Washington Wizards,96,Box Score,OT,"18,038",Verizon Center,
138,"Sat, Nov 16, 2013",7:30p,Atlanta Hawks,110,New York Knicks,90,Box Score,,"19,812",Madison Square Garden (IV),
139,"Sat, Nov 16, 2013",8:00p,Indiana Pacers,94,Chicago Bulls,110,Box Score,,"22,158",United Center,
140,"Sat, Nov 16, 2013",8:00p,Denver Nuggets,111,Houston Rockets,122,Box Score,,"18,147",Toyota Center,
141,"Sat, Nov 16, 2013",8:00p,Boston Celtics,88,Minnesota Timberwolves,106,Box Score,,"15,111",Target Center,
142,"Sat, Nov 16, 2013",8:00p,Philadelphia 76ers,98,New Orleans Pelicans,135,Box Score,,"16,659",Smoothie King Center,
143,"Sat, Nov 16, 2013",8:30p,Oklahoma City Thunder,92,Milwaukee Bucks,79,Box Score,,"15,984",BMO Harris Bradley Center,
144,"Sat, Nov 16, 2013",10:30p,Utah Jazz,88,Golden State Warriors,102,Box Score,,"19,596",Oracle Arena,
145,"Sat, Nov 16, 2013",10:30p,Brooklyn Nets,103,Los Angeles Clippers,110,Box Score,,"19,349",STAPLES Center,
146,"Sun, Nov 17, 2013",1:00p,Portland Trail Blazers,118,Toronto Raptors,110,Box Score,OT,"17,945",Air Canada Centre,
147,"Sun, Nov 17, 2013",6:00p,Memphis Grizzlies,97,Sacramento Kings,86,Box Score,,"15,630",Sleep Train Arena,
148,"Sun, Nov 17, 2013",9:30p,Detroit Pistons,99,Los Angeles Lakers,114,Box Score,,"18,997",STAPLES Center,
149,"Mon, Nov 18, 2013",7:30p,Portland Trail Blazers,108,Brooklyn Nets,98,Box Score,,"17,732",Barclays Center,
150,"Mon, Nov 18, 2013",8:00p,Charlotte Bobcats,81,Chicago Bulls,86,Box Score,,"21,628",United Center,
151,"Mon, Nov 18, 2013",8:00p,Denver Nuggets,113,Oklahoma City Thunder,115,Box Score,,"18,203",Chesapeake Energy Arena,
152,"Mon, Nov 18, 2013",8:30p,Philadelphia 76ers,94,Dallas Mavericks,97,Box Score,,"19,790",American Airlines Center,
153,"Mon, Nov 18, 2013",9:00p,Golden State Warriors,98,Utah Jazz,87,Box Score,,"16,051",EnergySolutions Arena,
154,"Mon, Nov 18, 2013",10:30p,Memphis Grizzlies,106,Los Angeles Clippers,102,Box Score,,"19,060",STAPLES Center,
155,"Tue, Nov 19, 2013",7:00p,Minnesota Timberwolves,100,Washington Wizards,104,Box Score,,"14,804",Verizon Center,
156,"Tue, Nov 19, 2013",7:30p,New York Knicks,86,Detroit Pistons,92,Box Score,,"13,213",The Palace of Auburn Hills,
157,"Tue, Nov 19, 2013",7:30p,Atlanta Hawks,88,Miami Heat,104,Box Score,,"19,600",AmericanAirlines Arena,
158,"Tue, Nov 19, 2013",8:00p,Boston Celtics,85,Houston Rockets,109,Box Score,,"18,232",Toyota Center,
159,"Tue, Nov 19, 2013",10:00p,Phoenix Suns,104,Sacramento Kings,107,Box Score,,"14,626",Sleep Train Arena,
160,"Wed, Nov 20, 2013",7:00p,Brooklyn Nets,91,Charlotte Bobcats,95,Box Score,,"13,843",Time Warner Cable Arena,
161,"Wed, Nov 20, 2013",7:00p,Washington Wizards,98,Cleveland Cavaliers,91,Box Score,,"16,189",Quicken Loans Arena,
162,"Wed, Nov 20, 2013",7:00p,Indiana Pacers,103,New York Knicks,96,Box Score,OT,"19,812",Madison Square Garden (IV),
163,"Wed, Nov 20, 2013",7:00p,Miami Heat,120,Orlando Magic,92,Box Score,,"17,256",Amway Center,
164,"Wed, Nov 20, 2013",7:00p,Toronto Raptors,108,Philadelphia 76ers,98,Box Score,,"10,787",Wells Fargo Center,
165,"Wed, Nov 20, 2013",7:30p,Detroit Pistons,85,Atlanta Hawks,93,Box Score,,"13,167",Philips Arena,
166,"Wed, Nov 20, 2013",8:00p,Portland Trail Blazers,91,Milwaukee Bucks,82,Box Score,,"11,789",BMO Harris Bradley Center,
167,"Wed, Nov 20, 2013",8:00p,Los Angeles Clippers,102,Minnesota Timberwolves,98,Box Score,,"13,101",Target Center,
168,"Wed, Nov 20, 2013",8:00p,Utah Jazz,98,New Orleans Pelicans,105,Box Score,,"13,203",Smoothie King Center,
169,"Wed, Nov 20, 2013",8:30p,Boston Celtics,93,San Antonio Spurs,104,Box Score,,"18,581",AT&T Center,
170,"Wed, Nov 20, 2013",9:00p,Sacramento Kings,113,Phoenix Suns,106,Box Score,,"12,705",US Airways Center,
171,"Wed, Nov 20, 2013",9:30p,Houston Rockets,120,Dallas Mavericks,123,Box Score,,"20,045",American Airlines Center,
172,"Wed, Nov 20, 2013",10:30p,Memphis Grizzlies,88,Golden State Warriors,81,Box Score,OT,"19,596",Oracle Arena,
173,"Thu, Nov 21, 2013",8:00p,Los Angeles Clippers,91,Oklahoma City Thunder,105,Box Score,,"18,203",Chesapeake Energy Arena,
174,"Thu, Nov 21, 2013",10:30p,Chicago Bulls,87,Denver Nuggets,97,Box Score,,"18,423",Pepsi Center,
175,"Fri, Nov 22, 2013",7:00p,Phoenix Suns,98,Charlotte Bobcats,91,Box Score,,"14,916",Time Warner Cable Arena,
176,"Fri, Nov 22, 2013",7:00p,Milwaukee Bucks,107,Philadelphia 76ers,115,Box Score,OT,"13,588",Wells Fargo Center,
177,"Fri, Nov 22, 2013",7:00p,Washington Wizards,88,Toronto Raptors,96,Box Score,,"18,671",Air Canada Centre,
178,"Fri, Nov 22, 2013",7:30p,Indiana Pacers,97,Boston Celtics,82,Box Score,,"18,624",TD Garden,
179,"Fri, Nov 22, 2013",7:30p,Atlanta Hawks,96,Detroit Pistons,89,Box Score,,"13,467",The Palace of Auburn Hills,
180,"Fri, Nov 22, 2013",8:00p,San Antonio Spurs,102,Memphis Grizzlies,86,Box Score,,"17,109",FedEx Forum,
181,"Fri, Nov 22, 2013",8:00p,Brooklyn Nets,81,Minnesota Timberwolves,111,Box Score,,"15,551",Target Center,
182,"Fri, Nov 22, 2013",8:00p,Cleveland Cavaliers,100,New Orleans Pelicans,104,Box Score,,"15,186",Smoothie King Center,
183,"Fri, Nov 22, 2013",8:30p,Utah Jazz,93,Dallas Mavericks,103,Box Score,,"19,781",American Airlines Center,
184,"Fri, Nov 22, 2013",10:00p,Chicago Bulls,95,Portland Trail Blazers,98,Box Score,,"20,618",Moda Center,
185,"Fri, Nov 22, 2013",10:30p,Golden State Warriors,95,Los Angeles Lakers,102,Box Score,,"18,997",STAPLES Center,
186,"Sat, Nov 23, 2013",3:30p,Sacramento Kings,102,Los Angeles Clippers,103,Box Score,,"19,060",STAPLES Center,
187,"Sat, Nov 23, 2013",7:00p,Philadelphia 76ers,98,Indiana Pacers,106,Box Score,,"18,165",Bankers Life Fieldhouse,
188,"Sat, Nov 23, 2013",7:00p,New York Knicks,89,Washington Wizards,98,Box Score,,"18,089",Verizon Center,
189,"Sat, Nov 23, 2013",7:30p,Boston Celtics,94,Atlanta Hawks,87,Box Score,,"15,189",Philips Arena,
190,"Sat, Nov 23, 2013",7:30p,Orlando Magic,99,Miami Heat,101,Box Score,,"19,647",AmericanAirlines Arena,
191,"Sat, Nov 23, 2013",8:00p,Minnesota Timberwolves,101,Houston Rockets,112,Box Score,,"18,196",Toyota Center,
192,"Sat, Nov 23, 2013",8:30p,Charlotte Bobcats,96,Milwaukee Bucks,72,Box Score,,"14,871",BMO Harris Bradley Center,
193,"Sat, Nov 23, 2013",8:30p,Cleveland Cavaliers,96,San Antonio Spurs,126,Box Score,,"18,581",AT&T Center,
194,"Sat, Nov 23, 2013",9:00p,Dallas Mavericks,100,Denver Nuggets,102,Box Score,,"17,841",Pepsi Center,
195,"Sat, Nov 23, 2013",10:30p,Portland Trail Blazers,113,Golden State Warriors,101,Box Score,,"19,596",Oracle Arena,
196,"Sun, Nov 24, 2013",2:00p,Detroit Pistons,109,Brooklyn Nets,97,Box Score,,"17,732",Barclays Center,
197,"Sun, Nov 24, 2013",3:30p,Chicago Bulls,82,Los Angeles Clippers,121,Box Score,,"19,245",STAPLES Center,
198,"Sun, Nov 24, 2013",6:00p,Phoenix Suns,104,Orlando Magic,96,Box Score,,"15,785",Amway Center,
199,"Sun, Nov 24, 2013",7:00p,Utah Jazz,73,Oklahoma City Thunder,95,Box Score,,"18,203",Chesapeake Energy Arena,
200,"Sun, Nov 24, 2013",9:30p,Sacramento Kings,86,Los Angeles Lakers,100,Box Score,,"18,997",STAPLES Center,
201,"Mon, Nov 25, 2013",7:00p,Boston Celtics,96,Charlotte Bobcats,86,Box Score,,"13,558",Time Warner Cable Arena,
202,"Mon, Nov 25, 2013",7:00p,Minnesota Timberwolves,84,Indiana Pacers,98,Box Score,,"16,426",Bankers Life Fieldhouse,
203,"Mon, Nov 25, 2013",7:30p,Milwaukee Bucks,94,Detroit Pistons,113,Box Score,,"12,150",The Palace of Auburn Hills,
204,"Mon, Nov 25, 2013",7:30p,Phoenix Suns,92,Miami Heat,107,Box Score,,"19,758",AmericanAirlines Arena,
205,"Mon, Nov 25, 2013",8:00p,Houston Rockets,93,Memphis Grizzlies,86,Box Score,,"15,246",FedEx Forum,
206,"Mon, Nov 25, 2013",8:30p,Denver Nuggets,110,Dallas Mavericks,96,Box Score,,"19,677",American Airlines Center,
207,"Mon, Nov 25, 2013",8:30p,New Orleans Pelicans,93,San Antonio Spurs,112,Box Score,,"18,323",AT&T Center,
208,"Mon, Nov 25, 2013",9:00p,Chicago Bulls,83,Utah Jazz,89,Box Score,OT,"18,936",EnergySolutions Arena,
209,"Mon, Nov 25, 2013",10:00p,New York Knicks,91,Portland Trail Blazers,102,Box Score,,"19,939",Moda Center,
